Geneid	Chr	Start	End	Strand	Length	D:\class\2023-1\bioinf\finalproject\data\D_sech_taiwan\output\SRR1952772_1_alignment.sam	D:\class\2023-1\bioinf\finalproject\data\D_sech_taiwan\output\SRR1952772_2_alignment.sam
FBgn0180957	scaffold_0;scaffold_0;scaffold_0	14728455;14728619;14729075	14728541;14729013;14729177	+;+;+	585	322	329
FBgn0180958	scaffold_0	14775293	14775628	+	336	0	0
FBgn0180959	scaffold_0	14778454	14780571	+	2118	8	11
FBgn0180960	scaffold_0	14780753	14782564	+	1812	28	23
FBgn0180961	scaffold_0;scaffold_0	14796633;14829826	14796929;14830110	+;+	582	0	0
FBgn0180962	scaffold_0;scaffold_0;scaffold_0	14885192;14886078;14886531	14885285;14886267;14886552	+;+;+	306	2538	2476
FBgn0180963	scaffold_16;scaffold_16;scaffold_16;scaffold_16	712317;726628;727968;728079	712353;727757;728014;729963	-;-;-;-	3099	206	207
FBgn0180964	scaffold_0;scaffold_0	14887801;14888047	14887957;14888261	+;+	372	50	55
FBgn0180965	scaffold_0;scaffold_0	14892376;14892543	14892489;14893217	+;+	789	0	0
FBgn0180966	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	14898430;14898716;14899545;14899791;14899981	14898652;14899238;14899713;14899898;14900025	+;+;+;+;+	1068	348	341
FBgn0180967	scaffold_0	14901419	14902318	+	900	92	85
FBgn0180968	scaffold_0;scaffold_0;scaffold_0	14902645;14902779;14904673	14902726;14904603;14904853	+;+;+	2088	357	357
FBgn0180969	scaffold_0;scaffold_0	14907792;14907975	14907911;14909204	+;+	1350	0	0
FBgn0180970	scaffold_0	14912065	14912964	+	900	281	265
FBgn0180971	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	14913457;14913744;14914178;14915035;14915437	14913685;14914117;14914965;14915370;14915557	+;+;+;+;+	1848	401	396
FBgn0180972	scaffold_0;scaffold_0;scaffold_0	14917240;14917532;14917877	14917242;14917808;14917950	+;+;+	354	8975	8918
FBgn0180973	scaffold_0;scaffold_0;scaffold_0	14919439;14919691;14920199	14919619;14920110;14920698	+;+;+	1101	265	258
FBgn0180974	scaffold_16	707178	707831	-	654	29	27
FBgn0180975	scaffold_0;scaffold_0	14923736;14923795	14923737;14924308	+;+	516	3064	2965
FBgn0180976	scaffold_0	14958523	14958825	+	303	4	5
FBgn0180977	scaffold_0	14958837	14959937	+	1101	12	11
FBgn0180978	scaffold_0;scaffold_0	14960880;14961209	14961153;14962542	+;+	1608	1801	1769
FBgn0180979	scaffold_0;scaffold_0	14963236;14963536	14963473;14964857	+;+	1560	24455	24126
FBgn0180980	scaffold_0;scaffold_0	14965438;14965738	14965678;14965805	+;+	309	13	7
FBgn0180981	scaffold_0	14966804	14966986	+	183	4	5
FBgn0180982	scaffold_0;scaffold_0	14967206;14967635	14967447;14967992	+;+	600	15	8
FBgn0180983	scaffold_0;scaffold_0	14968454;14968867	14968813;14968875	+;+	369	8	10
FBgn0180984	scaffold_0;scaffold_0	14979423;14979717	14979660;14979826	+;+	348	2	2
FBgn0180985	scaffold_16	689201	689446	-	246	14	17
FBgn0180986	scaffold_0	14979987	14980730	+	744	3	3
FBgn0180987	scaffold_0;scaffold_0	14987402;14987517	14987452;14988023	+;+	558	7	8
FBgn0180988	scaffold_0;scaffold_0	15003881;15004184	15004127;15005490	+;+	1554	11	10
FBgn0180989	scaffold_0;scaffold_0	15022650;15022714	15022660;15023497	+;+	795	1	1
FBgn0180990	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	15231671;15232006;15232276;15232554;15232877;15233463;15233843;15234009	15231938;15232217;15232487;15232772;15233343;15233760;15233854;15234939	+;+;+;+;+;+;+;+	2619	649	634
FBgn0180991	scaffold_0	15236557	15237207	+	651	1186	1131
FBgn0180992	scaffold_0;scaffold_0;scaffold_0;scaffold_0	15239999;15240946;15241373;15241965	15240113;15241313;15241904;15242323	+;+;+;+	1374	3044	2954
FBgn0180993	scaffold_0	15243843	15244841	+	999	341	327
FBgn0180994	scaffold_0	15245555	15246424	+	870	89	84
FBgn0180995	scaffold_0;scaffold_0;scaffold_0;scaffold_0	15252588;15252678;15252838;15253353	15252608;15252767;15253299;15253919	+;+;+;+	1140	1140	1102
FBgn0180996	scaffold_16	687366	688025	-	660	6	5
FBgn0180997	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	15256865;15257979;15258267;15259369;15261145	15256934;15258146;15258431;15259494;15261368	+;+;+;+;+	753	2253	2211
FBgn0180998	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	15262430;15262615;15263006;15263364;15263980	15262555;15262697;15263307;15263925;15264241	+;+;+;+;+	1335	202	191
FBgn0180999	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	15265180;15265453;15265818;15266198;15266502	15265388;15265754;15266143;15266439;15266763	+;+;+;+;+	1341	501	492
FBgn0181000	scaffold_0	15270655	15271362	+	708	225	209
FBgn0181001	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	15309683;15309943;15310102;15310295;15311047;15311387;15311583;15312025;15312474	15309883;15310047;15310245;15310397;15311180;15311527;15311783;15312375;15312851	+;+;+;+;+;+;+;+;+	1758	907	887
FBgn0181002	scaffold_0;scaffold_0	15313300;15316322	15314503;15316374	+;+	1257	112	108
FBgn0181003	scaffold_0;scaffold_0;scaffold_0;scaffold_0	15328307;15328717;15329077;15329489	15328648;15328946;15329487;15329699	+;+;+;+	1194	171	172
FBgn0181004	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	15332394;15332632;15333037;15333373;15334186;15334383;15334592;15334813	15332569;15332979;15333317;15333700;15334311;15334538;15334758;15335480	+;+;+;+;+;+;+;+	2250	2119	2095
FBgn0181005	scaffold_0;scaffold_0;scaffold_0	15339155;15343068;15343613	15339229;15343094;15343711	+;+;+	201	1559	1502
FBgn0181006	scaffold_0;scaffold_0	15348489;15349091	15349025;15349387	+;+	834	138	132
FBgn0181007	scaffold_16	682472	682636	-	165	7	6
FBgn0181008	scaffold_0;scaffold_0	15355276;15355667	15355605;15355999	+;+	663	292	283
FBgn0181009	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	15357003;15357380;15357871;15358116;15358361;15359035;15359216;15359433;15359626	15357048;15357815;15358049;15358297;15358747;15359152;15359375;15359560;15359681	+;+;+;+;+;+;+;+;+	1692	383	376
FBgn0181010	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	15360598;15361072;15361309;15361554;15361804;15362063;15362352;15362527;15362719	15360989;15361250;15361490;15361753;15362001;15362137;15362474;15362654;15362774	+;+;+;+;+;+;+;+;+	1533	5	3
FBgn0181011	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	15365897;15374249;15374592;15374898;15376727;15376937;15377436;15377634	15366078;15374394;15374805;15375032;15376807;15377284;15377556;15377993	+;+;+;+;+;+;+;+	1587	239	234
FBgn0181012	scaffold_0	15380319	15380762	+	444	0	0
FBgn0181013	scaffold_0	15404982	15406445	+	1464	16	16
FBgn0181014	scaffold_0;scaffold_0	15406727;15407163	15407005;15407474	+;+	591	47	47
FBgn0181015	scaffold_0;scaffold_0	15407802;15408278	15408206;15408589	+;+	717	39	35
FBgn0181016	scaffold_0	15409332	15410774	+	1443	27	23
FBgn0181017	scaffold_0	15411070	15412512	+	1443	3	4
FBgn0181018	scaffold_16;scaffold_16;scaffold_16	656596;667881;673261	656607;667932;673400	-;-;-	204	10	12
FBgn0181019	scaffold_0;scaffold_0;scaffold_0	15436378;15436547;15437475	15436398;15437204;15437659	+;+;+	864	148	152
FBgn0181020	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	15438386;15438552;15438954;15439157;15439498;15439688	15438476;15438896;15439100;15439440;15439631;15439892	+;+;+;+;+;+	1206	50	52
FBgn0181021	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	15440110;15440261;15440660;15440861;15441200;15441393	15440200;15440605;15440806;15441144;15441339;15441603	+;+;+;+;+;+	1218	0	0
FBgn0181022	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	15503949;15511615;15514052;15523237;15525368;15530915;15554635;15567692;15582102;15586584;15594742;15601528;15604045;15604314	15503963;15511895;15514193;15523287;15525418;15531100;15554758;15567739;15582197;15586607;15594890;15601604;15604103;15604474	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1464	721	708
FBgn0181023	scaffold_0	15676450	15676701	+	252	5	7
FBgn0181024	scaffold_0	15701750	15703501	+	1752	114	111
FBgn0181025	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	15704898;15705001;15705901;15706132;15706410;15706983;15707143;15707329;15708041;15708824	15704904;15705093;15706070;15706347;15706920;15707083;15707259;15707983;15708759;15708934	+;+;+;+;+;+;+;+;+;+	2700	1417	1369
FBgn0181026	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	15710652;15711176;15711359;15711532;15711839;15712557;15713321	15710819;15711297;15711472;15711776;15712494;15713256;15713994	+;+;+;+;+;+;+	2679	108	104
FBgn0181027	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	15743429;15743928;15749112;15750143;15750297;15750601;15750845;15751400;15751921;15752402;15752840	15743686;15744288;15749645;15750221;15750534;15750765;15751303;15751702;15752235;15752770;15752974	+;+;+;+;+;+;+;+;+;+;+	3216	513	477
FBgn0181028	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	15775089;15776426;15776794;15777960;15778772;15779673;15779954;15780841;15781318;15781799;15782093;15782296;15783781;15784112;15784346;15784911;15785238;15785629;15786473;15786792;15787072;15787247;15787540;15787782	15775308;15776736;15777856;15778706;15779606;15779893;15780175;15781255;15781739;15782037;15782204;15783721;15784049;15784287;15784831;15785028;15785309;15786413;15786731;15787015;15787189;15787477;15787724;15787826	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9201	262	250
FBgn0181029	scaffold_16;scaffold_16	648632;651642	649114;651743	-;-	585	487	479
FBgn0181030	scaffold_0;scaffold_0;scaffold_0;scaffold_0	15795005;15795976;15796806;15797387	15795037;15796595;15797322;15797938	+;+;+;+	1722	897	887
FBgn0181031	scaffold_0	15844757	15845734	+	978	63	64
FBgn0181032	scaffold_0;scaffold_0;scaffold_0;scaffold_0	15870881;15871099;15871245;15871497	15871038;15871186;15871386;15871624	+;+;+;+	516	53	54
FBgn0181033	scaffold_0;scaffold_0;scaffold_0;scaffold_0	15890217;15890422;15890605;15890882	15890349;15890507;15890823;15891193	+;+;+;+	750	607	601
FBgn0181034	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	15901675;15910676;15914690;15915908;15916083;15916398;15916557;15916810;15917106	15901752;15910921;15914796;15916017;15916161;15916495;15916748;15916952;15917267	+;+;+;+;+;+;+;+;+	1215	1537	1524
FBgn0181035	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	15922186;15923255;15923428;15924247;15925368;15926895	15922256;15923365;15924184;15924627;15926025;15927220	+;+;+;+;+;+	2304	8233	7972
FBgn0181036	scaffold_0;scaffold_0;scaffold_0;scaffold_0	15928074;15928165;15929462;15929876	15928093;15929398;15929811;15930032	+;+;+;+	1761	140	136
FBgn0181037	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	15944901;15945384;15945932;15946440;15947173	15945328;15945504;15946372;15947137;15948070	+;+;+;+;+	2586	102	94
FBgn0181038	scaffold_0;scaffold_0;scaffold_0;scaffold_0	15953692;15958743;15958957;15959876	15953866;15958894;15959760;15960244	+;+;+;+	1500	643	629
FBgn0181039	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	15963093;15963539;15963832;15964242;15964862;15965145	15963183;15963761;15964179;15964795;15965087;15965772	+;+;+;+;+;+	2070	68	63
FBgn0181040	scaffold_16;scaffold_16	642408;643318	643250;643542	-;-	1068	1	1
FBgn0181041	scaffold_0	15966915	15967763	+	849	241	247
FBgn0181042	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	15979105;15980349;15981733;15982122;15982347;15982475;15982834;15983043;15984133;15984275	15979155;15980398;15982056;15982287;15982414;15982775;15982965;15983550;15984207;15984648	+;+;+;+;+;+;+;+;+;+	2049	478	495
FBgn0181043	scaffold_0;scaffold_0	16012457;16013869	16013801;16013963	+;+	1440	35	35
FBgn0181044	scaffold_0;scaffold_0	16032828;16032988	16032921;16033403	+;+	510	0	0
FBgn0181045	scaffold_0;scaffold_0;scaffold_0	16036066;16036237;16037290	16036179;16037232;16037328	+;+;+	1149	2	2
FBgn0181046	scaffold_0;scaffold_0;scaffold_0	16040374;16040966;16041140	16040493;16041068;16041528	+;+;+	612	253	256
FBgn0181047	scaffold_0;scaffold_0;scaffold_0;scaffold_0	16043506;16043704;16043862;16044168	16043650;16043795;16044108;16044295	+;+;+;+	612	247	248
FBgn0181048	scaffold_0	16069210	16069680	+	471	2	3
FBgn0181049	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	16071150;16072890;16073081;16074540;16075614;16076846;16077336;16077615	16072827;16073004;16073577;16074868;16076150;16077266;16077451;16082726	+;+;+;+;+;+;+;+	8805	159	153
FBgn0181050	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	16083108;16083603;16083821;16088089;16088888;16089283;16089547;16089681;16089840	16083131;16083761;16085107;16088121;16089158;16089487;16089624;16089781;16090063	+;+;+;+;+;+;+;+;+	2382	1145	1154
FBgn0181051	scaffold_11510	18	548	+	531	0	0
FBgn0181052	scaffold_16;scaffold_16;scaffold_16;scaffold_16;scaffold_16	636742;637101;637903;638213;638375	636953;637715;638152;638318;638472	-;-;-;-;-	1281	3	3
FBgn0181053	scaffold_0;scaffold_0	16091361;16091672	16091613;16091931	+;+	513	53	54
FBgn0181054	scaffold_0;scaffold_0	16096089;16096846	16096793;16097004	+;+	864	9	10
FBgn0181055	scaffold_0;scaffold_0;scaffold_0;scaffold_0	16106699;16106963;16107910;16108379	16106900;16107856;16108320;16108464	+;+;+;+	1593	166	169
FBgn0181056	scaffold_0;scaffold_0	16225480;16250027	16226249;16250096	+;+	840	48	40
FBgn0181057	scaffold_0	16255263	16255742	+	480	2	4
FBgn0181058	scaffold_0;scaffold_0	16257099;16257939	16257134;16258253	+;+	351	0	0
FBgn0181059	scaffold_0;scaffold_0	16258999;16259293	16259226;16259721	+;+	657	0	0
FBgn0181060	scaffold_0;scaffold_0	16260463;16260757	16260690;16261341	+;+	813	0	0
FBgn0181061	scaffold_0;scaffold_0	16261865;16262153	16262080;16262725	+;+	789	3	3
FBgn0181062	scaffold_16;scaffold_16;scaffold_16;scaffold_16;scaffold_16;scaffold_16	632157;632372;633119;633374;634175;634540	632314;633051;633312;634117;634416;634759	-;-;-;-;-;-	2238	52	47
FBgn0181063	scaffold_0;scaffold_0;scaffold_0;scaffold_0	16270289;16272556;16272799;16273950	16272454;16272736;16273873;16274079	+;+;+;+	3552	267	269
FBgn0181064	scaffold_0;scaffold_0	16278200;16278341	16278261;16280471	+;+	2193	731	727
FBgn0181065	scaffold_0;scaffold_0;scaffold_0;scaffold_0	16287809;16288128;16288634;16289180	16288060;16288373;16288761;16289507	+;+;+;+	954	312	286
FBgn0181067	scaffold_0;scaffold_0;scaffold_0;scaffold_0	16305965;16306303;16306789;16307813	16306201;16306737;16307754;16307977	+;+;+;+	1803	4	3
FBgn0181068	scaffold_0;scaffold_0	16308609;16308704	16308648;16309245	+;+	582	599	581
FBgn0181069	scaffold_0;scaffold_0;scaffold_0;scaffold_0	16312513;16312749;16312978;16313145	16312694;16312923;16313083;16313431	+;+;+;+	750	193	187
FBgn0181070	scaffold_0	16316779	16317171	+	393	394	366
FBgn0181071	scaffold_0;scaffold_0;scaffold_0	16323139;16323313;16323731	16323264;16323682;16324404	+;+;+	1170	0	0
FBgn0181072	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	16324725;16324968;16325524;16326680;16327813	16324909;16325466;16326630;16327755;16328194	+;+;+;+;+	3249	86	86
FBgn0181073	scaffold_16;scaffold_16;scaffold_16	622617;623827;624083	622995;623957;624160	-;-;-	588	613	575
FBgn0181074	scaffold_0;scaffold_0	16332033;16332314	16332254;16332850	+;+	759	145	133
FBgn0181075	scaffold_0	16334084	16334635	+	552	7	6
FBgn0181076	scaffold_0	16335934	16336287	+	354	22	23
FBgn0181077	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	16339976;16340361;16340583;16340919;16341104;16341402;16341621;16341827;16342017;16342398;16342633;16342816;16343013;16343255;16343590;16343881	16340042;16340490;16340791;16341029;16341310;16341553;16341765;16341957;16342176;16342568;16342755;16342949;16343187;16343532;16343787;16344309	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2820	359	355
FBgn0181078	scaffold_0;scaffold_0;scaffold_0	16346147;16346453;16347112	16346149;16346977;16347933	+;+;+	1350	42371	40995
FBgn0181079	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	16349692;16350289;16350758;16351026;16351481	16350230;16350466;16350802;16351127;16351690	+;+;+;+;+	1074	300	300
FBgn0181080	scaffold_0	16352168	16352536	+	369	332	343
FBgn0181081	scaffold_0;scaffold_0	16353546;16354845	16353607;16354944	+;+	162	3	4
FBgn0181082	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	16369824;16370011;16370648;16370911;16371702;16372003;16372281;16372495	16369951;16370587;16370855;16371637;16371946;16372214;16372429;16372573	+;+;+;+;+;+;+;+	2325	1263	1230
FBgn0181083	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	16379522;16379787;16380159;16381165;16381368;16381983;16382245;16382477;16383332;16383462;16383768	16379624;16380097;16380830;16381221;16381921;16382156;16382384;16382562;16383398;16383703;16383881	+;+;+;+;+;+;+;+;+;+;+	2520	2206	2154
FBgn0181084	scaffold_16;scaffold_16;scaffold_16	620402;620597;621066	620523;621012;621106	-;-;-	579	3	4
FBgn0181085	scaffold_0;scaffold_0	16386271;16386466	16386403;16386983	+;+	651	875	829
FBgn0181086	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	16387650;16387752;16388470;16388761;16389098;16389363;16389727	16387683;16387985;16388698;16389035;16389303;16389668;16390116	+;+;+;+;+;+;+	1674	18	20
FBgn0181087	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	16394154;16397932;16398019;16398246;16398454;16399263;16399533;16400459;16400633;16400878;16401145;16401338;16401766;16402126;16403389;16403655;16405621;16406833;16407048;16408717;16409161;16409815;16410669;16412141	16394234;16397962;16398192;16398396;16399198;16399473;16400401;16400578;16400708;16400932;16401278;16401540;16402062;16402570;16403588;16405526;16405793;16406988;16407258;16409103;16409746;16410048;16411966;16412209	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8778	326	321
FBgn0181088	scaffold_0	16425348	16426316	+	969	12	11
FBgn0181089	scaffold_0;scaffold_0	16434620;16435217	16435159;16435279	+;+	603	45	41
FBgn0181090	scaffold_0;scaffold_0;scaffold_0	16435296;16436201;16437296	16436135;16437238;16437433	+;+;+	2016	339	347
FBgn0181091	scaffold_0;scaffold_0;scaffold_0;scaffold_0	16440967;16441179;16441540;16442105	16441054;16441283;16442012;16442659	+;+;+;+	1221	7976	7800
FBgn0181092	scaffold_0;scaffold_0;scaffold_0;scaffold_0	16445348;16445783;16446177;16446409	16445449;16446073;16446314;16446519	+;+;+;+	642	286	273
FBgn0181093	scaffold_0	16480288	16481487	+	1200	272	253
FBgn0181094	scaffold_0;scaffold_0;scaffold_0;scaffold_0	16487922;16488018;16488233;16488457	16487972;16488176;16488400;16488612	+;+;+;+	534	230	237
FBgn0181095	scaffold_16;scaffold_16	617663;617906	617824;618004	-;-	261	603	581
FBgn0181096	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	16494099;16494218;16494659;16495555;16495793	16494158;16494598;16495489;16495731;16495888	+;+;+;+;+	1545	3151	3105
FBgn0181097	scaffold_0;scaffold_0;scaffold_0	16497851;16498074;16498619	16498016;16498114;16498876	+;+;+	465	1975	1908
FBgn0181098	scaffold_0;scaffold_0;scaffold_0	16499874;16500081;16500499	16500021;16500121;16500765	+;+;+	456	75	77
FBgn0181099	scaffold_0;scaffold_0;scaffold_0	16501120;16501270;16501673	16501217;16501611;16502009	+;+;+	777	82	77
FBgn0181100	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	16507707;16507890;16508132;16508681;16509250	16507793;16508036;16508410;16509076;16509324	+;+;+;+;+	984	351	351
FBgn0181101	scaffold_0;scaffold_0	16511980;16512868	16512801;16513326	+;+	1281	1231	1161
FBgn0181102	scaffold_0;scaffold_0	16515831;16516156	16516095;16517456	+;+	1566	114	108
FBgn0181103	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	16523980;16529135;16529581;16529991;16530630;16531154;16531700;16531880	16524374;16529471;16529931;16530573;16531089;16531338;16531812;16532074	+;+;+;+;+;+;+;+	2619	243	249
FBgn0181104	scaffold_0	16538164	16540332	+	2169	1778	1694
FBgn0181105	scaffold_0;scaffold_0;scaffold_0;scaffold_0	16555334;16555516;16555850;16556183	16555437;16555798;16556127;16556333	+;+;+;+	816	526	497
